	review	rating
295	I exchanged my 2 years old teri note 4, and paid 4300 Rs more and got this device, at this price it's awesome.	5
296	According to the design mobile looks very classy and now have used upto 2 weeks and the performance is amazing	5
297	Redmi 6 pro is good mobile but his issue is little bit a hang problems.	5
298	Not good. Want to return it.	1
299	Payment has deducted 2 times. Worst server. As executive committed till now payment did not reversed.	1
300	Looks great, feels premium, display is nice, good battery life, performance is also good & Camara quality is average	4
301	Phone become heat while using camara or using  net &battery  backup  is not as good as a 1  back up is less then 20 hours	3
302	I bought honor8x,,  its a nice mobile, clear picture	5
303	Worth for money you spent	5
304	"I purchased this for my wife and got it delivered with 24 hours.  It's net cost to me was 10,799/- by exchanging my wife's 4 year old S4 (which was end of life with slow response and half-day battery life). I also took the 9 month no cost EMI option.We are very happy with phone. My wife uses it mainly for phone calls, WhatsApp and Facebook. All these are functioning very well. Phone is fast. Obviously we do not intend to have any heavy games installed.Battery life is very good. I opened the phone last night at 9 pm and battery was at 90% of of the box. I didn't charge it. Set it up with the Google account, necessary apps and settings. Have been using it on 4g all along. As of 2 pm today, battery was at 28% and this was after lot of phone calls and 4g data being on full time. No WiFi. Have kept the auto-brightness on and screen brightness at 50%.Fyi-It has 2 sim card slots and a dedicated memory card slot. NO hybrid sim slot luckily.It doesn't have a fingerprint scanner but it has the double - tap to wake/sleep feature as well as face recognition, which are both very very useful features and help in using phone with one hand. The face recognition works very well for me. Face recognition has 2 modes, one where you wake up the screen first and then look at the phone to unlock it and another mode where you just look at the phone (while the screen is off), and it recognises your face, turns on the screen and unlocks by itself. I found this second mode the best as I need not even move any fingers to press power button or double-tap. I just pick up the phone in my hand and look at it to start using it.The screen is gorgeous and excellent. Build quality is also very very good as body is aluminium. The phone is also very easy to hold and use with one hand, especially considering its 5.5"" screen.Call quality is good as we have been able to make and receive calls easily from areas in our house that generally have poor mobile network signal.I am fully satisfied with this phone."	5
305	Battery is not good	3
306	Not sure if my device is defective. Whenever I switch on the phone my device gets heated on the rear part of volume rocker. When it's on power saver mode it is fine.Overall the handset works fine in other aspects. I hope LG may resolve it with an update in the future.20-Sep-2017After recent updates, this phone doesn't heat up as previously. Battery backup is also good. Overall good, but little overpriced per the current market standard	3
307	Good phone, camera is average	3
308	nice look and very stylish and handy.....	5
309	Phone battery life is not in one day quickly battery charging reducesThis mobile I don't like it very upset	5
310	phone screen not working properly don't by this mobile friends ...seriously it's doesnt work properly camera is poor quality ....hanging issue .... i have bought this mobile on 6th november after 25  days hanging issue started ....	1
311	Best product in this prize but sound is not as expected 🔊	5
312	Quality product from Samsung	5
313	Valuable for money. Having very good battery life also AI camera is awesome	5
314	Very disappointing camera at this price range	3
315	Picture quality is good battery life is not good.	4
316	Sometime Touch system irritates when I use camera.	5
317	Working good for now	4
318	Ram and video quality	1
319	On 16th day after purchase I suddenly found Q6's display as blacked out, I don't know how & why. I couldn't ask for return or replacement from Amazon, as the purchase has just crossed 15 days after delivery. The only option I had was to hand over to my faulty Q6 to one of the service station in Kolkata. And, I was informed from the service center that it would take min of 7-10 days for getting the display replaced as Q6 is recently launched and they donot have any parts readily available. I tried to get help from LG Helpline & its Areas Service Manager in Kolkata if they could fasten the process. And to my surprise I received a call from the Service Center today that it will take at least 7 days according to their system and I have to follow it. Thanks LG !!!	2
